,created_at,item_name,name,zone
386,2023-05-13 12:35:40.321724+07,Visitor_3,Level 2,D western
387,2023-05-13 12:46:40.611645+07,Visitor_3,Level 2,C
388,2023-05-13 12:47:40.580629+07,Visitor_3,Level 2,D western
389,2023-05-13 15:01:40.829535+07,Visitor_3,Level 2,C
390,2023-05-13 15:02:40.817627+07,Visitor_3,Level 2,D western
391,2023-05-13 15:13:40.788217+07,Visitor_3,Level 2,C
392,2023-05-13 15:14:40.868823+07,Visitor_3,Level 2,D western
393,2023-05-13 16:09:41.368785+07,Visitor_3,Level 3,D eastern
394,2023-05-13 16:12:41.357969+07,Visitor_3,Level 1,D western
395,2023-05-13 16:13:41.3655+07,Visitor_3,Level 1,Guardhouse
396,2023-05-13 16:57:41.54701+07,Visitor_3,Level 1,D western
397,2023-05-13 16:58:41.486361+07,Visitor_3,Level 1,D eastern
398,2023-05-13 17:19:41.327651+07,Visitor_3,Level 1,D western
399,2023-05-13 17:20:41.336177+07,Visitor_3,Level 1,Guardhouse
400,2023-05-14 12:15:59.909795+07,Visitor_3,Level 3,B
401,2023-05-14 12:18:59.89185+07,Visitor_3,Level 3,C
402,2023-05-14 12:33:59.921025+07,Visitor_3,Level 1,B
403,2023-05-14 12:34:59.858906+07,Visitor_3,Level 1,Guardhouse
404,2023-05-15 09:48:38.958109+07,Visitor_3,Level 2,D western
405,2023-05-15 09:51:38.926783+07,Visitor_3,Level 4,D eastern
406,2023-05-15 11:44:39.355839+07,Visitor_3,Level 1,D western
407,2023-05-15 11:45:39.335898+07,Visitor_3,Level 1,Guardhouse
408,2023-05-15 11:46:39.339707+07,Visitor_3,Level 1,B
409,2023-05-15 11:47:39.339057+07,Visitor_3,Level 1,Guardhouse
410,2023-05-16 07:39:36.470621+07,Visitor_3,Level 1,D western
411,2023-05-16 07:41:36.410802+07,Visitor_3,Level 2,D eastern
412,2023-05-16 15:15:38.39114+07,Visitor_3,Level 1,D western
413,2023-05-16 15:16:38.382904+07,Visitor_3,Level 1,Guardhouse
414,2023-05-17 18:11:37.403744+07,Visitor_3,Level 2,D western
415,2023-05-17 18:13:37.340739+07,Visitor_3,Level 3,D eastern
416,2023-05-17 20:42:46.559678+07,Visitor_3,Level 1,D western
417,2023-05-17 20:43:46.568939+07,Visitor_3,Level 1,Guardhouse
418,2023-05-19 21:48:37.266158+07,Visitor_3,Level 1,D western
419,2023-05-19 21:50:37.301665+07,Visitor_3,Level 4,D eastern
420,2023-05-20 02:52:42.93823+07,Visitor_3,Level 4,D western
421,2023-05-20 02:53:32.867206+07,Visitor_3,Level 4,D eastern
422,2023-05-20 10:37:19.05411+07,Visitor_3,Level 1,D western
423,2023-05-20 10:38:18.698334+07,Visitor_3,Level 1,Guardhouse
424,2023-05-20 12:21:19.247429+07,Visitor_3,Level 1,D western
425,2023-05-20 12:28:19.076332+07,Visitor_3,Level 3,D eastern
426,2023-05-20 12:29:19.244786+07,Visitor_3,Level 3,C
427,2023-05-20 12:30:19.084489+07,Visitor_3,Level 1,D western
428,2023-05-20 12:31:19.069886+07,Visitor_3,Level 1,Guardhouse
429,2023-05-20 23:39:21.608886+07,Visitor_3,Level 1,D western
430,2023-05-20 23:40:21.72166+07,Visitor_3,Level 4,C
431,2023-05-10 00:00:28.286429+07,Visitor_4,Level 1,Guardhouse
432,2023-05-11 15:44:42.778887+07,Visitor_4,Level 1,D western
433,2023-05-11 15:48:42.764892+07,Visitor_4,Level 4,D eastern
434,2023-05-11 17:20:42.881741+07,Visitor_4,Level 4,D western
435,2023-05-11 17:21:42.903236+07,Visitor_4,Level 5,D eastern
436,2023-05-11 17:39:42.919401+07,Visitor_4,Level 5,D western
437,2023-05-11 17:41:42.903665+07,Visitor_4,Level 5,D eastern
438,2023-05-11 18:00:43.081876+07,Visitor_4,Level 1,Guardhouse
439,2023-05-12 02:52:49.03976+07,Visitor_4,Level 1,B
440,2023-05-12 02:53:38.915293+07,Visitor_4,Level 1,Guardhouse
441,2023-05-12 18:36:31.484235+07,Visitor_4,Level 1,C
442,2023-05-12 18:37:31.559042+07,Visitor_4,Level 3,D eastern
443,2023-05-14 19:32:02.216627+07,Visitor_4,Level 1,D western
444,2023-05-14 19:33:01.583889+07,Visitor_4,Level 1,Guardhouse
445,2023-05-15 12:23:39.247876+07,Visitor_4,Level 1,D western
446,2023-05-15 12:24:39.170814+07,Visitor_4,Level 1,D eastern
447,2023-05-15 12:40:39.228053+07,Visitor_4,Level 1,D western
448,2023-05-15 12:42:39.251819+07,Visitor_4,Level 1,Guardhouse
449,2023-05-15 18:17:06.484081+07,Visitor_4,Level 2,D eastern
450,2023-05-15 18:19:06.602313+07,Visitor_4,Level 1,C
451,2023-05-15 18:20:06.469379+07,Visitor_4,Level 1,B
452,2023-05-15 18:27:06.505255+07,Visitor_4,Level 1,Guardhouse
453,2023-05-15 18:28:06.494422+07,Visitor_4,Level 1,B
454,2023-05-15 18:48:06.870439+07,Visitor_4,Level 1,Guardhouse
455,2023-05-15 18:49:06.835938+07,Visitor_4,Level 1,B
456,2023-05-15 19:03:06.867587+07,Visitor_4,Level 1,Guardhouse
457,2023-05-15 19:05:06.704975+07,Visitor_4,Level 1,B
458,2023-05-15 19:06:06.627719+07,Visitor_4,Level 1,Guardhouse
459,2023-05-15 19:09:07.154139+07,Visitor_4,Level 1,B
460,2023-05-15 19:13:06.931092+07,Visitor_4,Level 1,Guardhouse
461,2023-05-15 19:14:06.956953+07,Visitor_4,Level 1,B
462,2023-05-15 19:30:06.764168+07,Visitor_4,Level 1,Guardhouse
463,2023-05-15 19:31:07.370124+07,Visitor_4,Level 1,B
464,2023-05-15 20:28:37.393014+07,Visitor_4,Level 1,Guardhouse
465,2023-05-15 20:29:37.354824+07,Visitor_4,Level 1,B
466,2023-05-15 20:48:38.293177+07,Visitor_4,Level 1,Guardhouse
467,2023-05-15 20:49:37.225847+07,Visitor_4,Level 1,B
468,2023-05-15 20:53:37.138371+07,Visitor_4,Level 1,Guardhouse
469,2023-05-15 20:54:37.553487+07,Visitor_4,Level 1,B
470,2023-05-15 21:26:37.625102+07,Visitor_4,Level 1,Guardhouse
471,2023-05-15 21:28:37.508777+07,Visitor_4,Level 1,B
472,2023-05-15 21:34:37.280516+07,Visitor_4,Level 1,Guardhouse
473,2023-05-15 21:36:37.277971+07,Visitor_4,Level 1,B
474,2023-05-15 21:56:37.444024+07,Visitor_4,Level 1,Guardhouse
475,2023-05-15 21:58:37.346909+07,Visitor_4,Level 1,B
476,2023-05-15 22:06:37.380875+07,Visitor_4,Level 1,Guardhouse
477,2023-05-15 22:07:37.756911+07,Visitor_4,Level 1,B
478,2023-05-15 22:15:37.672101+07,Visitor_4,Level 1,Guardhouse
479,2023-05-15 22:16:37.72066+07,Visitor_4,Level 1,B
480,2023-05-15 22:21:37.692587+07,Visitor_4,Level 1,Guardhouse
481,2023-05-15 22:22:37.762297+07,Visitor_4,Level 1,B
482,2023-05-15 22:27:37.719997+07,Visitor_4,Level 1,Guardhouse
483,2023-05-15 22:28:37.731428+07,Visitor_4,Level 1,B
484,2023-05-15 23:15:37.904643+07,Visitor_4,Level 1,Guardhouse
485,2023-05-15 23:16:39.058381+07,Visitor_4,Level 1,B
486,2023-05-15 23:19:37.961084+07,Visitor_4,Level 1,Guardhouse
487,2023-05-15 23:20:38.030113+07,Visitor_4,Level 1,B
488,2023-05-15 23:21:38.031969+07,Visitor_4,Level 1,Guardhouse
489,2023-05-15 23:22:37.932075+07,Visitor_4,Level 1,B
490,2023-05-16 00:13:37.816103+07,Visitor_4,Level 1,Guardhouse
491,2023-05-16 00:16:37.828543+07,Visitor_4,Level 1,B
492,2023-05-16 00:24:38.15388+07,Visitor_4,Level 1,Guardhouse
493,2023-05-16 00:26:37.891253+07,Visitor_4,Level 1,B
494,2023-05-16 00:27:37.957308+07,Visitor_4,Level 1,Guardhouse
495,2023-05-16 00:32:37.895694+07,Visitor_4,Level 1,B
496,2023-05-16 01:13:38.060597+07,Visitor_4,Level 1,Guardhouse
497,2023-05-16 01:15:38.071365+07,Visitor_4,Level 1,B
498,2023-05-16 01:16:38.069119+07,Visitor_4,Level 1,Guardhouse
499,2023-05-16 01:19:38.005556+07,Visitor_4,Level 1,B
500,2023-05-16 01:24:38.016305+07,Visitor_4,Level 1,Guardhouse
501,2023-05-16 01:26:38.022046+07,Visitor_4,Level 1,B
502,2023-05-16 01:27:38.021813+07,Visitor_4,Level 1,Guardhouse
503,2023-05-16 01:29:38.286673+07,Visitor_4,Level 1,B
504,2023-05-16 01:30:38.270904+07,Visitor_4,Level 1,Guardhouse
505,2023-05-16 01:32:38.085876+07,Visitor_4,Level 1,B
506,2023-05-16 01:33:38.294472+07,Visitor_4,Level 1,Guardhouse
507,2023-05-16 01:34:39.203119+07,Visitor_4,Level 1,B
508,2023-05-16 01:35:38.064728+07,Visitor_4,Level 1,Guardhouse
509,2023-05-16 01:42:38.277567+07,Visitor_4,Level 1,B
510,2023-05-16 01:46:38.357656+07,Visitor_4,Level 1,Guardhouse
511,2023-05-16 01:47:38.373264+07,Visitor_4,Level 1,B
512,2023-05-16 01:48:39.392664+07,Visitor_4,Level 1,Guardhouse
513,2023-05-16 01:49:38.099979+07,Visitor_4,Level 1,B
514,2023-05-16 01:54:38.400604+07,Visitor_4,Level 1,Guardhouse
515,2023-05-16 01:55:38.341189+07,Visitor_4,Level 1,B
516,2023-05-16 02:00:38.496408+07,Visitor_4,Level 1,Guardhouse
517,2023-05-16 02:02:38.190514+07,Visitor_4,Level 1,B
518,2023-05-16 02:04:38.207866+07,Visitor_4,Level 1,Guardhouse
519,2023-05-16 02:06:38.198783+07,Visitor_4,Level 1,B
520,2023-05-16 02:08:38.237763+07,Visitor_4,Level 1,Guardhouse
521,2023-05-16 02:09:38.203265+07,Visitor_4,Level 1,B
522,2023-05-16 02:10:38.146201+07,Visitor_4,Level 1,Guardhouse
523,2023-05-16 02:12:38.227333+07,Visitor_4,Level 1,B
524,2023-05-16 02:16:38.229339+07,Visitor_4,Level 1,Guardhouse
525,2023-05-16 02:17:38.262582+07,Visitor_4,Level 1,B
526,2023-05-16 02:19:38.189078+07,Visitor_4,Level 1,Guardhouse
527,2023-05-16 02:22:38.258518+07,Visitor_4,Level 1,B
528,2023-05-16 02:23:38.235756+07,Visitor_4,Level 1,Guardhouse
529,2023-05-16 02:24:38.302982+07,Visitor_4,Level 1,B
530,2023-05-16 02:26:38.241616+07,Visitor_4,Level 1,Guardhouse
531,2023-05-16 02:29:38.248797+07,Visitor_4,Level 1,B
532,2023-05-16 02:32:38.259675+07,Visitor_4,Level 1,Guardhouse
533,2023-05-16 02:40:38.341827+07,Visitor_4,Level 1,B
534,2023-05-16 03:45:35.83646+07,Visitor_4,Level 1,Guardhouse
535,2023-05-16 03:46:35.579832+07,Visitor_4,Level 1,B
536,2023-05-16 03:52:35.901955+07,Visitor_4,Level 1,Guardhouse
537,2023-05-16 03:53:35.85339+07,Visitor_4,Level 1,B
538,2023-05-16 03:54:35.912814+07,Visitor_4,Level 1,Guardhouse
539,2023-05-16 03:56:35.935212+07,Visitor_4,Level 1,B
540,2023-05-16 03:57:35.874867+07,Visitor_4,Level 1,Guardhouse
541,2023-05-16 03:59:35.968105+07,Visitor_4,Level 1,B
542,2023-05-16 04:00:35.969482+07,Visitor_4,Level 1,Guardhouse
543,2023-05-16 04:02:35.974348+07,Visitor_4,Level 1,B
544,2023-05-16 04:07:35.931274+07,Visitor_4,Level 1,Guardhouse
545,2023-05-16 04:08:35.94209+07,Visitor_4,Level 1,B
546,2023-05-16 04:33:35.837418+07,Visitor_4,Level 1,Guardhouse
547,2023-05-16 04:37:35.869605+07,Visitor_4,Level 1,B
548,2023-05-16 04:43:35.869313+07,Visitor_4,Level 1,Guardhouse
549,2023-05-16 04:47:35.825476+07,Visitor_4,Level 1,B
550,2023-05-16 04:48:35.840131+07,Visitor_4,Level 1,Guardhouse
551,2023-05-16 04:50:35.841151+07,Visitor_4,Level 1,B
552,2023-05-16 04:53:35.930825+07,Visitor_4,Level 1,Guardhouse
553,2023-05-16 04:54:35.948388+07,Visitor_4,Level 1,B
554,2023-05-16 04:56:35.923529+07,Visitor_4,Level 1,Guardhouse
555,2023-05-16 05:01:36.208057+07,Visitor_4,Level 1,B
556,2023-05-16 05:08:35.952872+07,Visitor_4,Level 1,Guardhouse
557,2023-05-16 05:09:35.961877+07,Visitor_4,Level 1,B
558,2023-05-16 05:11:35.971185+07,Visitor_4,Level 1,Guardhouse
559,2023-05-16 05:12:35.971243+07,Visitor_4,Level 1,B
560,2023-05-16 05:14:35.92693+07,Visitor_4,Level 1,Guardhouse
561,2023-05-16 05:17:35.933735+07,Visitor_4,Level 1,B
562,2023-05-16 05:23:35.955221+07,Visitor_4,Level 1,Guardhouse
563,2023-05-16 05:24:36.013208+07,Visitor_4,Level 1,B
564,2023-05-16 05:26:35.964463+07,Visitor_4,Level 1,Guardhouse
565,2023-05-16 05:27:36.032319+07,Visitor_4,Level 1,B
566,2023-05-16 06:09:36.3592+07,Visitor_4,Level 1,Guardhouse
567,2023-05-16 06:13:36.40933+07,Visitor_4,Level 1,B
568,2023-05-16 06:19:36.442925+07,Visitor_4,Level 1,Guardhouse
569,2023-05-16 06:25:36.482096+07,Visitor_4,Level 1,B
570,2023-05-16 06:26:36.480681+07,Visitor_4,Level 1,Guardhouse
571,2023-05-16 06:33:36.573998+07,Visitor_4,Level 1,B
572,2023-05-16 06:34:36.5086+07,Visitor_4,Level 1,Guardhouse
573,2023-05-16 06:43:36.540761+07,Visitor_4,Level 1,B
574,2023-05-16 06:46:36.579341+07,Visitor_4,Level 1,Guardhouse
575,2023-05-16 06:48:36.52606+07,Visitor_4,Level 1,B
576,2023-05-16 06:49:36.498523+07,Visitor_4,Level 1,Guardhouse
577,2023-05-16 06:52:36.592516+07,Visitor_4,Level 1,B
578,2023-05-16 06:53:36.608721+07,Visitor_4,Level 1,Guardhouse
579,2023-05-16 07:06:36.849389+07,Visitor_4,Level 1,B
580,2023-05-16 07:07:36.646099+07,Visitor_4,Level 1,Guardhouse
581,2023-05-16 07:13:36.640558+07,Visitor_4,Level 1,B
582,2023-05-16 07:15:36.668223+07,Visitor_4,Level 1,Guardhouse
583,2023-05-16 07:16:37.311504+07,Visitor_4,Level 1,B
584,2023-05-16 07:18:36.588307+07,Visitor_4,Level 1,Guardhouse
585,2023-05-16 07:19:36.614877+07,Visitor_4,Level 1,B
586,2023-05-16 07:21:36.661507+07,Visitor_4,Level 1,Guardhouse
587,2023-05-16 07:50:36.505696+07,Visitor_4,Level 1,B
588,2023-05-16 07:54:36.452873+07,Visitor_4,Level 1,Guardhouse
589,2023-05-16 07:55:36.444581+07,Visitor_4,Level 1,B
590,2023-05-16 07:56:36.470448+07,Visitor_4,Level 1,Guardhouse
591,2023-05-16 08:08:36.553115+07,Visitor_4,Level 1,B
592,2023-05-16 08:09:36.802424+07,Visitor_4,Level 1,Guardhouse
593,2023-05-16 08:29:36.934699+07,Visitor_4,Level 1,B
594,2023-05-16 08:30:36.822005+07,Visitor_4,Level 1,Guardhouse
595,2023-05-16 08:41:36.926258+07,Visitor_4,Level 1,B
596,2023-05-16 08:42:36.961262+07,Visitor_4,Level 1,Guardhouse
597,2023-05-16 08:46:36.99039+07,Visitor_4,Level 1,B
598,2023-05-16 08:48:37.922712+07,Visitor_4,Level 1,Guardhouse
599,2023-05-16 08:51:36.93017+07,Visitor_4,Level 1,B
600,2023-05-16 09:00:36.961358+07,Visitor_4,Level 1,Guardhouse
601,2023-05-16 09:01:37.018559+07,Visitor_4,Level 1,B
602,2023-05-16 09:03:37.115949+07,Visitor_4,Level 1,Guardhouse
603,2023-05-16 09:04:36.835647+07,Visitor_4,Level 1,B
604,2023-05-16 09:08:37.084821+07,Visitor_4,Level 1,Guardhouse
605,2023-05-16 09:15:36.810534+07,Visitor_4,Level 1,B
606,2023-05-16 09:20:36.832997+07,Visitor_4,Level 1,Guardhouse
607,2023-05-16 09:22:36.893379+07,Visitor_4,Level 1,B
608,2023-05-16 09:23:36.825901+07,Visitor_4,Level 1,Guardhouse
609,2023-05-16 09:24:36.9087+07,Visitor_4,Level 1,B
610,2023-05-16 09:26:36.909584+07,Visitor_4,Level 1,Guardhouse
611,2023-05-16 09:28:36.850184+07,Visitor_4,Level 1,B
612,2023-05-16 09:33:36.933991+07,Visitor_4,Level 1,Guardhouse
613,2023-05-16 09:34:36.870229+07,Visitor_4,Level 1,B
614,2023-05-16 09:35:36.872832+07,Visitor_4,Level 1,Guardhouse
615,2023-05-16 09:37:36.959391+07,Visitor_4,Level 1,B
616,2023-05-16 09:39:36.958682+07,Visitor_4,Level 1,Guardhouse
617,2023-05-16 09:40:36.985006+07,Visitor_4,Level 1,B
618,2023-05-16 09:42:36.95551+07,Visitor_4,Level 1,Guardhouse
619,2023-05-16 09:48:36.924512+07,Visitor_4,Level 1,B
620,2023-05-16 09:53:37.00601+07,Visitor_4,Level 1,Guardhouse
621,2023-05-16 09:54:37.010135+07,Visitor_4,Level 1,B
622,2023-05-16 09:55:37.009193+07,Visitor_4,Level 1,Guardhouse
623,2023-05-16 09:58:37.01013+07,Visitor_4,Level 1,B
624,2023-05-16 09:59:37.013424+07,Visitor_4,Level 1,Guardhouse
625,2023-05-16 10:05:37.014451+07,Visitor_4,Level 1,B
626,2023-05-16 10:10:37.053836+07,Visitor_4,Level 1,Guardhouse
627,2023-05-16 10:11:37.07609+07,Visitor_4,Level 1,B
628,2023-05-16 10:12:37.077045+07,Visitor_4,Level 1,Guardhouse
629,2023-05-16 10:15:37.265772+07,Visitor_4,Level 1,B
630,2023-05-16 10:16:37.261148+07,Visitor_4,Level 1,Guardhouse
631,2023-05-16 10:28:37.262485+07,Visitor_4,Level 1,B
632,2023-05-16 10:29:37.243457+07,Visitor_4,Level 1,Guardhouse
633,2023-05-16 10:36:37.03397+07,Visitor_4,Level 1,B
634,2023-05-16 10:37:37.374167+07,Visitor_4,Level 1,Guardhouse
635,2023-05-16 10:42:37.341929+07,Visitor_4,Level 1,B
636,2023-05-16 10:43:37.3382+07,Visitor_4,Level 1,Guardhouse
637,2023-05-16 10:45:37.085353+07,Visitor_4,Level 1,B
638,2023-05-16 10:47:37.37969+07,Visitor_4,Level 1,Guardhouse
639,2023-05-16 10:51:37.33025+07,Visitor_4,Level 1,B
640,2023-05-16 10:52:37.34691+07,Visitor_4,Level 1,Guardhouse
641,2023-05-16 10:54:37.357189+07,Visitor_4,Level 1,B
642,2023-05-16 10:59:37.367857+07,Visitor_4,Level 1,Guardhouse
643,2023-05-16 11:00:37.385037+07,Visitor_4,Level 1,B
644,2023-05-16 11:01:37.45681+07,Visitor_4,Level 1,Guardhouse
645,2023-05-16 11:15:37.503567+07,Visitor_4,Level 1,B
646,2023-05-16 11:17:37.377022+07,Visitor_4,Level 1,Guardhouse
647,2023-05-16 11:23:37.254101+07,Visitor_4,Level 1,B
648,2023-05-16 11:24:37.485894+07,Visitor_4,Level 1,Guardhouse
649,2023-05-16 11:29:37.521863+07,Visitor_4,Level 1,B
650,2023-05-16 11:30:37.492781+07,Visitor_4,Level 1,Guardhouse
651,2023-05-16 11:36:37.505707+07,Visitor_4,Level 1,B
652,2023-05-16 11:37:37.488225+07,Visitor_4,Level 1,Guardhouse
653,2023-05-16 11:38:37.575223+07,Visitor_4,Level 1,B
654,2023-05-16 11:43:37.318495+07,Visitor_4,Level 1,Guardhouse
655,2023-05-16 11:44:37.60355+07,Visitor_4,Level 1,B
656,2023-05-16 11:45:38.086256+07,Visitor_4,Level 1,Guardhouse
657,2023-05-16 11:47:37.553991+07,Visitor_4,Level 1,B
658,2023-05-16 11:48:37.35295+07,Visitor_4,Level 1,Guardhouse
659,2023-05-16 11:50:37.579552+07,Visitor_4,Level 1,B
660,2023-05-16 11:54:37.367058+07,Visitor_4,Level 1,Guardhouse
661,2023-05-16 12:01:37.340014+07,Visitor_4,Level 1,B
662,2023-05-16 12:03:37.358954+07,Visitor_4,Level 1,Guardhouse
663,2023-05-16 12:04:37.419536+07,Visitor_4,Level 1,B
664,2023-05-16 12:12:37.461299+07,Visitor_4,Level 1,Guardhouse
665,2023-05-16 12:15:37.390155+07,Visitor_4,Level 1,B
666,2023-05-16 12:16:37.386959+07,Visitor_4,Level 1,Guardhouse
667,2023-05-16 12:17:37.453287+07,Visitor_4,Level 1,B
668,2023-05-16 12:19:37.383773+07,Visitor_4,Level 1,Guardhouse
669,2023-05-16 12:25:37.423042+07,Visitor_4,Level 1,B
670,2023-05-16 12:26:37.498183+07,Visitor_4,Level 1,Guardhouse
671,2023-05-16 12:28:37.467561+07,Visitor_4,Level 1,B
672,2023-05-16 12:29:37.517232+07,Visitor_4,Level 1,Guardhouse
673,2023-05-16 12:36:37.492698+07,Visitor_4,Level 1,B
674,2023-05-16 12:37:37.696543+07,Visitor_4,Level 1,Guardhouse
675,2023-05-16 12:41:37.898704+07,Visitor_4,Level 1,B
676,2023-05-16 12:42:37.979662+07,Visitor_4,Level 1,Guardhouse
677,2023-05-16 12:54:37.964643+07,Visitor_4,Level 1,B
678,2023-05-16 12:55:37.887696+07,Visitor_4,Level 1,Guardhouse
679,2023-05-16 12:59:37.926465+07,Visitor_4,Level 1,B
680,2023-05-16 13:00:37.910146+07,Visitor_4,Level 1,Guardhouse
681,2023-05-16 13:02:37.900761+07,Visitor_4,Level 1,B
682,2023-05-16 13:03:37.683897+07,Visitor_4,Level 1,Guardhouse
683,2023-05-16 13:09:37.95522+07,Visitor_4,Level 1,B
684,2023-05-16 13:10:37.903015+07,Visitor_4,Level 1,Guardhouse
685,2023-05-16 13:11:37.942486+07,Visitor_4,Level 1,B
686,2023-05-16 13:13:37.855696+07,Visitor_4,Level 1,Guardhouse
687,2023-05-16 13:21:37.952631+07,Visitor_4,Level 1,B
688,2023-05-16 13:22:38.014572+07,Visitor_4,Level 1,Guardhouse
689,2023-05-16 13:23:37.91213+07,Visitor_4,Level 1,B
690,2023-05-16 13:26:37.748113+07,Visitor_4,Level 1,Guardhouse
691,2023-05-16 13:27:37.968539+07,Visitor_4,Level 1,B
692,2023-05-16 13:28:37.987716+07,Visitor_4,Level 1,Guardhouse
693,2023-05-16 13:34:37.934065+07,Visitor_4,Level 1,B
694,2023-05-16 13:35:38.039259+07,Visitor_4,Level 1,Guardhouse
695,2023-05-16 13:40:38.078821+07,Visitor_4,Level 1,B
696,2023-05-16 13:42:37.858332+07,Visitor_4,Level 1,Guardhouse
697,2023-05-16 13:43:38.083296+07,Visitor_4,Level 1,B
698,2023-05-16 13:48:38.05495+07,Visitor_4,Level 1,Guardhouse
699,2023-05-16 13:49:37.832716+07,Visitor_4,Level 1,B
700,2023-05-16 13:55:38.053547+07,Visitor_4,Level 1,Guardhouse
701,2023-05-16 13:59:37.882927+07,Visitor_4,Level 1,B
702,2023-05-16 14:06:37.882138+07,Visitor_4,Level 1,Guardhouse
703,2023-05-16 14:08:37.892761+07,Visitor_4,Level 1,B
704,2023-05-16 14:12:37.862327+07,Visitor_4,Level 1,Guardhouse
705,2023-05-16 14:19:37.934406+07,Visitor_4,Level 1,B
706,2023-05-16 14:20:38.013309+07,Visitor_4,Level 1,Guardhouse
707,2023-05-16 14:29:37.973211+07,Visitor_4,Level 1,B
708,2023-05-16 14:31:37.958611+07,Visitor_4,Level 1,Guardhouse
709,2023-05-16 14:38:37.918035+07,Visitor_4,Level 1,B
710,2023-05-16 14:41:38.007094+07,Visitor_4,Level 1,Guardhouse
711,2023-05-16 14:42:37.917026+07,Visitor_4,Level 1,B
712,2023-05-16 14:46:38.039002+07,Visitor_4,Level 1,Guardhouse
713,2023-05-16 14:47:38.018744+07,Visitor_4,Level 1,B
714,2023-05-16 15:03:37.998584+07,Visitor_4,Level 1,Guardhouse
715,2023-05-16 15:04:37.997697+07,Visitor_4,Level 1,B
716,2023-05-17 18:29:37.465419+07,Visitor_4,Level 1,Guardhouse
717,2023-05-19 02:52:43.401201+07,Visitor_4,Level 1,B
718,2023-05-19 02:53:33.387476+07,Visitor_4,Level 1,Guardhouse
719,2023-05-20 09:25:18.373396+07,Visitor_4,Level 2,D western
720,2023-05-20 09:28:18.391509+07,Visitor_4,Level 2,D eastern
721,2023-05-20 10:44:18.815876+07,Visitor_4,Level 2,D western
722,2023-05-20 10:47:18.799391+07,Visitor_4,Level 2,D eastern
723,2023-05-20 10:49:18.742195+07,Visitor_4,Level 2,D western
724,2023-05-20 10:51:18.567884+07,Visitor_4,Level 2,D eastern
725,2023-05-20 10:53:18.739404+07,Visitor_4,Level 2,D western
726,2023-05-20 10:54:18.56998+07,Visitor_4,Level 2,D eastern
727,2023-05-20 10:55:18.607616+07,Visitor_4,Level 1,D western
728,2023-05-20 10:56:18.532189+07,Visitor_4,Level 2,D eastern
729,2023-05-20 10:58:18.534058+07,Visitor_4,Level 2,D western
730,2023-05-20 11:04:18.554136+07,Visitor_4,Level 2,D eastern
731,2023-05-20 11:05:18.618425+07,Visitor_4,Level 2,D western
732,2023-05-20 11:06:18.619062+07,Visitor_4,Level 2,D eastern
733,2023-05-20 11:07:18.567457+07,Visitor_4,Level 2,D western
734,2023-05-20 11:08:18.650181+07,Visitor_4,Level 2,D eastern
735,2023-05-20 11:10:18.573178+07,Visitor_4,Level 2,D western
736,2023-05-20 11:12:18.605151+07,Visitor_4,Level 2,D eastern
737,2023-05-20 11:13:18.662174+07,Visitor_4,Level 2,D western
738,2023-05-20 11:14:18.691055+07,Visitor_4,Level 2,D eastern
739,2023-05-20 11:18:18.638719+07,Visitor_4,Level 2,D western
740,2023-05-20 11:23:18.879807+07,Visitor_4,Level 2,D eastern
741,2023-05-20 11:28:19.035665+07,Visitor_4,Level 2,D western
742,2023-05-20 11:29:19.107198+07,Visitor_4,Level 2,D eastern
743,2023-05-20 11:32:18.880346+07,Visitor_4,Level 2,D western
744,2023-05-20 11:34:18.838854+07,Visitor_4,Level 2,D eastern
745,2023-05-20 11:35:18.902944+07,Visitor_4,Level 1,D western
746,2023-05-20 11:39:18.916483+07,Visitor_4,Level 1,D eastern
747,2023-05-20 11:40:18.928905+07,Visitor_4,Level 2,D western
748,2023-05-20 11:45:18.939917+07,Visitor_4,Level 2,D eastern
749,2023-05-20 11:46:18.885266+07,Visitor_4,Level 2,D western
750,2023-05-20 11:49:18.945121+07,Visitor_4,Level 2,D eastern
751,2023-05-20 12:16:18.969136+07,Visitor_4,Level 2,D western
752,2023-05-20 12:18:19.038998+07,Visitor_4,Level 2,D eastern
753,2023-05-20 12:37:19.030003+07,Visitor_4,Level 2,D western
754,2023-05-20 12:38:19.095795+07,Visitor_4,Level 2,D eastern
755,2023-05-20 12:59:19.371963+07,Visitor_4,Level 2,D western
756,2023-05-20 13:00:19.37646+07,Visitor_4,Level 2,D eastern
757,2023-05-20 13:45:19.293286+07,Visitor_4,Level 2,D western
758,2023-05-20 13:46:19.335528+07,Visitor_4,Level 2,D eastern
759,2023-05-20 13:47:19.301859+07,Visitor_4,Level 2,D western
760,2023-05-20 13:49:19.309549+07,Visitor_4,Level 2,D eastern
761,2023-05-20 14:48:19.759707+07,Visitor_4,Level 2,D western
762,2023-05-20 14:50:19.797935+07,Visitor_4,Level 2,D eastern
763,2023-05-20 14:53:19.626677+07,Visitor_4,Level 2,D western
764,2023-05-20 14:55:19.934583+07,Visitor_4,Level 2,D eastern
765,2023-05-20 15:13:19.934106+07,Visitor_4,Level 2,D western
766,2023-05-20 15:14:19.956198+07,Visitor_4,Level 2,D eastern
767,2023-05-20 15:18:20.896074+07,Visitor_4,Level 2,D western
768,2023-05-20 15:19:19.642136+07,Visitor_4,Level 2,D eastern
769,2023-05-20 15:21:19.963251+07,Visitor_4,Level 2,D western
